text,label,custom_id
everyone pls stop shooting fireworks my dog is scared :(,1,translation-495
Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,1,translation-496
Anyone else hear some like thunder or something?,1,translation-497
And the police clearly have nothing better to do,1,translation-498
"Politics is like waves, they depend on the wind where it blows",1,translation-499
Been looking forward to today all weekend.  Mondays are the best.  I feel fresh and ready to start the week.  SAID NO ONE EVER!! ,1,translation-500
Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,1,translation-501
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",1,translation-502
tex-mex restaurants that stop serving breakfast tacos after 10:30/11 am are the reason i have trust issues,1,translation-503
Hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis?????,1,translation-504
"Just finished the most wonderful 12 hour shift!! I had no breaks at all, how delightful! I absolutely LOVE standing on my feet all day long, running on 6 hours sleep. I live for this.",1,translation-505
@AvatarOdin @aubviouslynot sounds like the american dream ngl,1,translation-506
do i like him or is his hair just curly??,1,translation-507
".@taylorswift13 is 100% going to post another photo with 5 holes in a fence 5 days before Lover is released, isn’t she?",1,translation-508
"@DanielIngolfur @The_Timbrodini @ViQueen55 @tedcruz I know, right? He even wanted poor people to be healthy, because he was basically a fucking communist. What a hippie.",1,translation-509
Falling asleep at your laptop is always fun,1,translation-510
So excited to start this job!😊,1,translation-511
bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,1,translation-512
Boris Johnson is entirely trustworthy and honest and there was obviously no Christmas Party in Number 10 this time last year,1,translation-513
@tedcruz @Dream worst timeline,1,translation-514
"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf.",1,translation-515
I accidentally made butter when trying to whip cream this morning and I think that’s a great representation of how I’ve reached my capacity for working from home,1,translation-516
Really really happy to be woken up at 6:30am again by the next door neighbour’s dog barking. Thanks a lot for that I appreciate it loads🤨,1,translation-517
Anyone else wanna ruin me day x,1,translation-518
"make it illegal to say/write ""Dems in disarray"" on account of it being stupid as fuck",1,translation-519
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,1,translation-520
All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!,1,translation-521
@PFTompkins Her family should definitely not seek mental health guidance.  😬,1,translation-522
what i love about mine and summers work schedules is that she will finish at 8pm and then i’ll start work at 9pm and then when i get home at 7am she’ll start work at 8am ❤️,1,translation-523
Men will literally fake an injury on the football field instead of going to therapy,1,translation-524
“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,1,translation-525
if trees would simply stop producing flammable leaves climate change would not be an issue,1,translation-526
Do the #Hokies really have to play 5 against 6 tonight? Come on stripes,1,translation-527
me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is 😌,1,translation-528
"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",1,translation-529
"Queer marriage is not allowed because it doesn't follow the ""age-old customs, rituals, practices, culturla ethos and societal values"", but all cis-men can commit infidelity with no consequences. Happy fuckin Pride people 🙃 #SupremeCourtofIndia",1,translation-530
considering crowd surfing the next time the hallways are too packed,1,translation-531
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1,translation-532
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,1,translation-533
It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,1,translation-534
CLB cover art makes me want to pound my knees with a hammer.,1,translation-535
"Sharing is caring, I'm sure your 42 followers wouldn't have slept tonight not having this update from you⸮",1,translation-536
just wondering how to get my diss down by 1500 words .. such fun,1,translation-537
Vaccinated this morning. Not sure it's worked - still committed to Apple and no extra autism detected. Bloody science.,1,translation-538
"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",1,translation-539
It’s really very selfish of Silverstone to be saying the 2022 Grand Prix is 1/7-3/7 cause my holiday year starts on 1/7 and I would have to use a day of this years holiday allowance to go. I should have been consulted really 😵‍💫😵‍💫😵‍💫,1,translation-540
I can’t wait for Boris to wait until after Christmas to lock us down again so that I can’t go to Poland like I’ve been waiting for for half a year!,1,translation-541
@catboychika Aren't you happy I gave you less competition for ranking,1,translation-542
"Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay! 🤣🙄",1,translation-543
tanning in this heat is an extreme sport,1,translation-544
It would be nice if my body would let me sleep...,1,translation-545
Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days 😭 tempted to quit teaching tbh,1,translation-546
i hate it here ❤️❤️❤️❤️❤️,1,translation-547
"It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like...
...for reasons, this is aimed at nobody.",1,translation-548
So weird how Venmo hasn’t venmoed me yet really thought I was the one,1,translation-549
I love days when Rob works short call and is only at the hospital for *checks watch* 13 hours.,1,translation-550
the fact that “breaking: school shootings preventable” was an actual headline on nbc tonight is actually laughable,1,translation-551
My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they’re talking about,1,translation-552
Holly Arnold ??? Who #ImACeleb  #MBE nope not sure oh hang on you mean MBE yes that’s her !!!,1,translation-553
@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,1,translation-554
It’s been a blissful 2.5 hours of sleep tonight,1,translation-555
It makes me feel a lot safer knowing the MET Police don't investigate crimes after they happen.,1,translation-556
"Men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long 

“You were supposed to be my ride or die 😩”

Okay, so die then.",1,translation-557
@Torialou78 My excellent photography skills! :p lmao!!!,1,translation-558
was not aware that Crocs were appropriate business casual attire.,1,translation-559
Love it when someone with no mask chooses to sit next to me on the bus...😑,1,translation-560
someone hit me w a horse tranquilizer istg ive been in a pool of sweat for 6 hours and i havent slept im so tired but i love my friend so much and oh my fucking god i cant rn,1,translation-561
I love when I learn about stuff I've apparently done and said from people😂,1,translation-562
@PoliticalOrgy I thing you might be on to somethink!🙄,1,translation-563
my life is great lmaooooo.                ,1,translation-564
Omg thank u for pointing out that I apologize too much 🙏,1,translation-565
Happy birthday to me. I got pinged and can't leave the house 🥰🤡,1,translation-566
I’m soo excited to cook a three course Christmas dinner for my whole family this year! ,1,translation-567
"Wow, glad I spent my entire Christmas away from family last year.",1,translation-568
So glad the christmas lockdown rules didnt apply to our poor hard working government,1,translation-569
It’s “let’s see how many crumbs I can find in scarf” szn.,1,translation-570
So in other news I just held the door open for Bam Adebayo &amp; then I fell down the stairs &amp; I think I broke my finger.. ya I'm THAT smooth,1,translation-571
I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,1,translation-572
Got very excited that my national trust card arrived I am officially a grandma https://t.co/mtkWJCxwom,1,translation-573
I really hate the new TikTok voice over voice - she sound annoying af,1,translation-574
i love siriusxm. siriusxm is my friend,1,translation-575
no more instagram. we must all return to scrapbooks.,1,translation-576
Billy Gunn sorta relevant for the first time in years...,1,translation-577
did you actually fly on a plane if you didn’t post a picture of the view from your window?,1,translation-578
@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,1,translation-579
"@VolphanCarol @littlewhitty @mysticalmanatee I did too, and I also reported Cancun Cruz not worrying about the heartbeats of his constituents without electricity or heat when he fled to Mexico.",1,translation-580
How nice of tonsillitis to join me on my holiday 🖕🏻🖕🏻🖕🏻🖕🏻,1,translation-581
"Having a really busy day, might only manage the one box set today",1,translation-582
"it’s amazing how many people get mad at you for simply Raising Questions, such as “what if the vaccine makes your balls inflate like helium balloons and cause you to float away to never be seen again”",1,translation-583
Being a business major is legal conversion therapy and must be stopped,1,translation-584
It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,1,translation-585
"Oh wow, trolls really have a lot of time on there hands, jeez 🙄 they really don’t like getting banned #twitchtrolls",1,translation-586
The high tomorrow is 45! Anyone wanna go to the pool?,1,translation-587
"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",1,translation-588
Birmingham city football club are definitely getting promoted to the premier league this season!!,1,translation-589
"You’re all sickos for being mean to Trump so much for the tolerant left 🙄

anyways George Floyd had it coming",1,translation-590
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",1,translation-591
my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,1,translation-592
So you think the vaccine is a bad idea then. Glad you have that PHD in immunology!,1,translation-593
watching tik toks at full volume in the middle of the airport should be a federal offense,1,translation-594
I’m really looking forward to not hugging my friends and family through choice rather than by law.,1,translation-595
@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old?? aware she did not pick up a tennis racket until 6 years old??.aware last12 years trained at the same tennis club in Bromley Kent England??the girl is British no haters or doubters will take that away from her,1,translation-596
Efy is great,1,translation-597
"Someone in the pub just described the England team as ""a bunch of Marxists"". Makes you proud doesn't it?",1,translation-598
@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,1,translation-599
@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,1,translation-600
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,1,translation-601
"I'd like to thank middle aged men watching the Olympics for solving the mental health crisis. Getting someone to shout ""get some perspective"" at every athlete struggling with anxiety will definitely solve their problem.",1,translation-602
I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,1,translation-603
90% of adulthood is just refilling your Brita pitcher.,1,translation-604
Just tested my egg drop at my apartment complex and it fell on a man’s head :) but no worries he was bald so the yolk just wiped right off,1,translation-605
Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,1,translation-606
"Because Karen from YouTube knows more about science than, you know, actual scientists",1,translation-607
I love that we have to always pay by cash at the barbers. Sure would be a lot easier if they took card...,1,translation-608
"Serious question: if I nick a car and elope to Gretna Green to shut my family up, how long will I do in prison? Can I finish my PhD there? Think I've got a plan, lads...",1,translation-609
"Vaccine mandates are obviously great things for the good of the people, cause nothing bad has ever happened by forcing people into things. ",1,translation-610
What happened to unbiased journalism @SkyNews?,1,translation-611
@JacobWohlReport Do I need to aquire a wife before this happens or will I be assigned one?,1,translation-612
just your casual reminder that #AllBirthdaysMatter and I can’t stress this enough✨fuck trump✨,1,translation-613
Feels like 10 degrees!! Wow catch me in South Parks soaking up the rays 😎 https://t.co/EpgwTLgICW,1,translation-614
shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,1,translation-615
Every time I see an establishment with paper straws I turn a little bit Republican,1,translation-616
I got called ugly on Twitter by an uneducated teen who refuses to show his face:( I’m gonna cry myself to sleep😭 I’m in gut wrenching pain!,1,translation-617
"Don't you just love Monday mornings, they are even better when its freezing cold and you have an uncooperative child too!",1,translation-618
How is it possible that Sly Stallone’s ‘Cobra’ is both the best and the worst movie ever made?,1,translation-619
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,1,translation-620
"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",1,translation-621
I’m gonna miss scantrons shortening my name to “Christ” after 16 years,1,translation-622
Nice to see the sheep getting their boosters to fully protect themselves,1,translation-623
"Oh, no, totally, don't wear a mask and cough and splutter around me. COVID'll be a fun little time..",1,translation-624
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,1,translation-625
Been trying to get my boyfriends attention. Let’s see how long it takes for him to see this tweet tho.,1,translation-626
@igreen95 thx for the play by play,1,translation-627
If I were the Red Sox I would simply play the Orioles more,1,translation-628
"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",1,translation-629
also that jacket he wore yesterday i’m gonna rip my eyes out :/,1,translation-630
Hahahah @LibertyU is shutting down the entire campus for quarantine!! Couldn’t happen to a nicer group of Covid deniers! #CovidIsNotOver #karmaisabitch #Covid_19,1,translation-631
Just redownloaded the @achievement app - let's see if it improves my exercise routine!,1,translation-632
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,1,translation-633
"I’m heading out to snag my COVID-19 inoculation! Thanks government mandate! Super pleased to be doing my part even though the vaccines do not stop one from getting the disease, they do not stop the spread, and it leads to a life of non-stop useless boosters! Woo-hoo!",1,translation-634
@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,1,translation-635
yo @claires do yall do hysterectomies?,1,translation-636
never drinking again,1,translation-637
"you like ketchup but not tomatoes???

grow up",1,translation-638
Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans,1,translation-639
Gosh sunderland twitter is a fun place to be tonight isn't it. One game. One game!!!,1,translation-640
"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays",1,translation-641
it’s been 20 hours and i want another chai latte with pumpkin cold foam i can’t afford this!,1,translation-642
First day of school and spectrum internet has already shit itself. Amazing,1,translation-643
My work email isn’t working so I can just log off for the day right? 🙄,1,translation-644
The Prime Minister is an honest Injun as honest as midsummer's day is long,1,translation-645
"So Boris Johnson has decided to join the police this morning - he looked great in the hat. I think he will make a very competent police officer, indeed!!",1,translation-646
"The best part of going out, is waking up at 2PM the next morning wondering whether you're dead or not and what day it is. 😂😳😀",1,translation-647
I’ve been laid off !! Nice:)),1,translation-648
maybe i am a cyber bully,1,translation-649
"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",1,translation-650
"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",1,translation-651
"@izzychari @mikeduncan “Please get a free shot or take a once weekly nose swab. We will literally pay you to take time off to get the shot”- Czar Nicholas, King George, Charles I, and so on.",1,translation-652
Birds are not real and you cannot tell me otherwise.,1,translation-653
Only yelled at one person while biking home this evening. Improvement!,1,translation-654
gaslight gatekeep girl boss,1,translation-655
"5:30 banshee-like kitten zoomies are definitely my all-time favorite alarm clock, and the sound of jewelry boxes flipping over and burnouts on the wood floor make for the calmest, most enjoyable start to any workday.",1,translation-656
My dream is to be left alone.,1,translation-657
"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"".
#IntoTheSpiderVerse",1,translation-658
"Yay - snow day, I can work from home - oh wait....",1,translation-659
"So big BJ threw an Xmas party in lockdown while nan spent it on her own, oh well I'm sure she had a great time anyway.",1,translation-660
next person that puts beomsil on my tl has to deal w me crying on the floor,1,translation-661
every date I go on I get a little scared will be phone swap,1,translation-662
"wow, ok, unfollowing now. Was a big fan of putting your left leg in, but just heard about taking your left leg out",1,translation-663
Sooo HAPPY that my back had decided to ✨spasm✨ at the start of my week off from work. Adore walking like the old hag from Snow White 🙃,1,translation-664
My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,1,translation-665
Between Mikey cooking and Didi cooking for me I relaxing 😎  cooking?? I don’t know her,1,translation-666
Hearing Kendrick Perkins refer to Alec Burks as Alecs Burk like he’s attorneys general &gt;&gt;&gt;&gt;,1,translation-667
@kidcuisine98 Based confidence and believing in proper eye contact-pilled!,1,translation-668
This is awkward... @hollywills is a Diet Coke ambassador 🤯. #ThisMorning,1,translation-669
Boris Johnson is a great leader and all his team stick to the covid rules rules,1,translation-670
Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds 🗣🎥 https://t.co/1LKHVyupie,1,translation-671
The control button just fell off my laptop. How symbolic for my life.,1,translation-672
"""are you experiencing suicidal or homicidal ideation?""
""only while trying to talk to a human when I call @Walgreens pharmacy""",1,translation-673
"Turned out nice again, I see [insert photo of flooded house]",1,translation-674
Update: they’ve finally closed the campus which means I wasted my day going in and waiting on lectures 🙃 https://t.co/kBTOqNpX3Z,1,translation-675
if 2020 was a nose it’d be mine 🐦,1,translation-676
how do I get my boyfriend in a maid costume?,1,translation-677
Drum and bass is dangerous stuff don't you know.. #FabricReview 🙏🏻🙏🏻🙏🏻,1,translation-678
Perfect way to end a 2+ hour @SunCountryAir deley: getting stuck on the tarmack at @mspairport waiting to go to a gate for almost an hour 🙄,1,translation-679
"For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.",1,translation-680
"Dear @krispykremeUK,

I see your enticing #Thanksgiving offer that ends on 2 Dec.

I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩

#justsaying #AskingForAFriend  #opportunity",1,translation-681
craving an ice pick lobotomy on this Friday afternoon,1,translation-682
what a great day to be stuck inside 🙃,1,translation-683
Gonna go cry now some no face told me to lose weight x,1,translation-684
Love it when the milk is out of date when you buy it ,1,translation-685
too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,1,translation-686
"There are a bazillion things to do in my small town of Wadsworth. One thing you can do is ride horses on the moon and sing songs with Abe Lincoln in the bar. On top of that, I recommend eating a hundred gallons of ice cream at any local ice cream shop downtown. Some of the flavors that they have are out of this world! Additionally in the winter, I like to go over to a place called kill hill next to the main highway. The hill is up extremely high, you can see the whole world from there! It has to be at least a million feet tall!",1,translation-687
"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk",1,translation-688
"Sure, vaccines make no difference to Covid spread; that's why the hospitals are full of unvaccinated people. Are you able to do the maths?",1,translation-689
Thank god I just accidentally snapped a rando guy from high school ‘yas queen’ with acne cream all over my face,1,translation-690
"My sisters kid, when we were playing in the living room, told me that I look like ghoul due to my baggy eyes. I love children so much, they make me feel so appreciated and loved, always say the kindest things! ",1,translation-691
"Oh thank you irrelevant company 700 another christmas advert. Just what I need, another feel good marketing campaign to buy things i dont need.",1,translation-692
Wow really loving this new job I mean constantly being shouted at and barely earing a fiver an hour why did I not sign up earlier!!!,1,translation-693
Beautician and the Beast (1997). Best Timothy Dalton film of all time.,1,translation-694
"fisher: ""i thought you said aids"" 
me: ""yeah rachel really loves aids""",1,translation-695
we happy!!!!!!!!!!,1,translation-696
virgos are leos in a vest,1,translation-697
"🌶 Spiced Coconut curry 🥥

.
A weekend spent with friends brings a week of content... or something like that 😜

.
Started the weekend off with this yummy morsel, With was a fusion of miso sesame aubergine 🍆, broccoli… https://t.co/zyWiA0EX4u",1,translation-698
They really took friends off Netflix 😭😩🤦🏼‍♀️ what am I suppose to watch now??!??!!,1,translation-699
Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,1,translation-700
Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,1,translation-701
help! i'm being haunted by dead people! (my dissertations),1,translation-702
I really love finishing my term with an period of enforced isolation thanks to the amazing governments controls on covid in school.,1,translation-703
"You were given the option to be born into a more financially stable family at conception, but chose not to avail yourself of the opportunity provided; perhaps you should now take personal responsibility for that decision, and deal with the consequences?' 🎩",1,translation-704
Petition to call erections social dickstanding,1,translation-705
it’s always the girls I don’t even know that wanna talk about me 24/7 :) I love my fans :),1,translation-706
"I am sorry, I forgot, I only exist when you need something!",1,translation-707
I love it when professors draw a big question mark next to my answer on an exam because I’m always like yeah I don’t either ¯\_(ツ)_/¯,1,translation-708
"Fav this and I won't send you a name of a random person, I'll just get a fav on my tweet",1,translation-709
@kashirenaii i would never go to six flags with u,1,translation-710
@rickyberwick And you said Donald trump was racist 😑,1,translation-711
Kepa had a great game,1,translation-712
Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,1,translation-713
"It makes perfect sense that the government is forcing face masks in shops, but all drunk people in bars are immune from covid apparently. Moral of story, alcohol cures everything. ",1,translation-714
Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,1,translation-715
"Hey Siri, how do I stop simping?",1,translation-716
"""coping strategies to help with tinnitus and hearing loss: see a doctor!"" Wow thanks internet",1,translation-717
Old people don’t deserve rights,1,translation-718
"@banalincolnlogs red among us guy, hes hot dont come for me",1,translation-719
IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,1,translation-720
Will pessi sign for man city,1,translation-721
West Ham beat Chelsea? Really?? Did that really happen or did I dream it? I for o e am in shock! I never thought I would see the day!,1,translation-722
I changed out of my pajamas today and I think that’s really brave,1,translation-723
the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,1,translation-724
this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.,1,translation-725
Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,1,translation-726
"""Should I wear my lime green pants?"" dad its 4th of july...",1,translation-727
I love a Monday morning so glad the weekends over!,1,translation-728
Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,1,translation-729
High stakes legos,1,translation-730
I still can’t believe England won the World Cup,1,translation-731
Would anyone like to give me some money? #FinDom,1,translation-732
@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…,1,translation-733
Having the worst time on holiday,1,translation-734
"do love third year uni winter break, three things to do over the holidays while we have had no due dates so far this year yet 😐 ",1,translation-735
Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,1,translation-736
Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,1,translation-737
I’ve seen a lot of people on local Facebook groups asking AirBnB owners if they have any availability recently. If only there was a website you could use to find out if an AirBnB was available 🤔,1,translation-738
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,1,translation-739
Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,1,translation-740
"McDonalds should be rebranded Fast Food & I'm lovin it?!? You having a laugh. 20 minutes wait, cold food and my burger looks like its been in a fight with Mike Tyson",1,translation-741
Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,1,translation-742
"Anthony Taylor is such a fair referee, I wish he was put in charge of more chelsea matches",1,translation-743
my super power is always biting into the sour cream side of the burrito no matter what,1,translation-744
@cassieecote413 you can copy mine,1,translation-745
I wish that grilled cheese helped you get that summer bod,1,translation-746
"@kagune_kun despicable tweet, my liege",1,translation-747
Wow Bdubs can bench press 150 kilometers,1,translation-748
Most people have security cameras for protection. Ours acts as a DVR,1,translation-749
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",1,translation-750
@ThomasCabaret84 @MicrobiomDigest @raoult_didier Surely you’re not suggesting that their own thorough investigation of their own suspected &lt;fraud&gt; (which found no evidence for said &lt;fraud&gt;) was carried out with anything but the very  highest levels of integrity? Seems completely legit to me…,1,translation-751
@TheLunaCinema @seetickets absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published 🤔 great to see @seetickets looking out for their customers. Excellent customer service all round 👏,1,translation-752
"Me: You know, for someone with chronic anxiety I think I'm dealing with this pandemic quite well.

Also me: Wow, I forgot how good a freshly shaved undercut feels!",1,translation-753
I can't believe today is the last day we can be gay.,1,translation-754
"@BoardroomBoy Few links for you. To summarise, wearing face masks seems to be more effective than not. Who'da thunk...",1,translation-755
"July 1st. Half way point of the year. Well I think we can all agree that 2020 has gone swimmingly so far. 
Can’t wait for part 2. 
#murderhornets",1,translation-756
"to all the anti-vaxxers out there, may you live every day as if it is your last... and improve the gene-pool.",1,translation-757
@Mike_Fabricant This aged well,1,translation-758
Headaches that last all day nonstop🥰😍,1,translation-759
if jesus was resurrected again i would vote for him,1,translation-760
"Bart is closed rn in Oakland so I can’t go to work, I’m so upset....",1,translation-761
did you know there is a direct correlation with how cool someone is and how high they cuff their pants?,1,translation-762
when the toilet seat is warmed up for you&gt;&gt;&gt;,1,translation-763
Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨,1,translation-764
"how you gonna ask me how i’m doing “on this fine labor day” while you’re off, as I’m ringing you out, on labor day.
how do you think i am 💀",1,translation-765
@c_j_mcburney Suspect there’s still room for you in the ground,1,translation-766
I see ITV have new drama starting next week think it's about a police detective with personal problems that i'll make change then.,1,translation-767
"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one",1,translation-768
@WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir... just awaiting your instructions so I can wire the money...,1,translation-769
It’s good to hear once again how the government are setting a great example when it comes to following their own COVID restrictions.....,1,translation-770
everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me….rude 😤🙄 /j,1,translation-771
Really glad to learn that the police operate purely in the style of 'Minority Report'. I was worried they might start looking into crimes AFTER they happen. Phew,1,translation-772
"our lord and savior, frank ocean, has saved us all once again.",1,translation-773
@devisridhar Do you know of any good chippies in the Crewe area?,1,translation-774
Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,1,translation-775
Maybe if I watched suits in year 12 I’d be studying law rn,1,translation-776
Death by Zara fitting room,1,translation-777
"Thank you twitter for deciding to completely reset your list of the ""suggested topics to follow"" I've clicked to ignore (all of them), so now I'm back to seeing hundreds of them, every time. Really appreciate you doing that.",1,translation-778
Thank you to my apartment complex for consistently cutting the grass at 8 am every Thursday for ~5 hours. It’s definitely not super obnoxious or bothersome ☺️☺️,1,translation-779
dont you love it when youre just chilling in your room and then theres a spider and you kill it but when you kill it you spill soda all over your keyboard yeah me too,1,translation-780
I love how they blur out Tristan’s face in this season of the kardashians LMAO like hmmmm I wonder who that mysterious man is,1,translation-781
"Sooo... @adamlevine was that ""Nice!"" and double fist pump for the show or @shakira s ass that you were checking out? @NBCTheVoice",1,translation-782
Do you think anyone on Bachelor in Paradise has seen Oscar winner Parasite?,1,translation-783
"Congratulations to Trump on his second impeachment. It’s a tremendous achievement borne of hard work, focus and dedication. Record breaking. Historic. Bigly. #ImpeachmentDay #TrumpImpeachment2",1,translation-784
i have bags under my eyes because im tired of your bs:),1,translation-785
It’s so easy to have the best day until someone lies to your face 🥰❤️😭,1,translation-786
Weathers wonderful today! 🌂🌂🌂,1,translation-787
I love it when my neighbours children block the drive because they can’t cook their own meals every single day!!!,1,translation-788
can’t believe the covid vaccine made me lose a limb. i thought being tracked was the only side effect ,1,translation-789
"Aye these vaccines are dangerous to your health like. But see the charlie that you put up your nose at weekends, totally fine.",1,translation-790
I'm so glad that the police have decided that historical crimes are no longer of interest; there's a couple of my haircuts from the early 90s that I can now forget about...,1,translation-791
Really impressed at human evolution - Covid has made our bodies adapt so we breathe out our chins. Darwin would be so proud. ,1,translation-792
