text,label,custom_id,translation
"I was thinking perhaps we may have been oversaturated with Keanu, but I was wrong. Shame on me.",0,translation-1794,"Mislil sem, da smo morda naveličani Keanuja, ampak sem se motil. Sram naj bo mene."
Update: they’ve finally closed the campus which means I wasted my day going in and waiting on lectures 🙃 https://t.co/kBTOqNpX3Z,1,translation-675,"Posodobitev: končno so zaprli kampus, kar pomeni, da sem zapravil svoj dan, ko sem šel tja in čakal na predavanja 🙃 https://t.co/kBTOqNpX3Z"
"our lord and savior, frank ocean, has saved us all once again.",1,translation-773,"Naš gospodar in rešitelj, Frank Ocean, nas je še enkrat rešil."
@TSM_Leffen I mean Japan was the favorite https://t.co/0H6FXmjzF5,0,translation-1599,"@TSM_Leffen Mislim, da je bila Japonska favorit https://t.co/0H6FXmjzF5"
i got a job. i think i will like it. ^_^,0,translation-1517,"Dobil sem službo. Mislim, da mi bo všeč. ^_^"
Perfect way to end a 2+ hour @SunCountryAir deley: getting stuck on the tarmack at @mspairport waiting to go to a gate for almost an hour 🙄,1,translation-679,"Odličen način za zaključek več kot dveurnega @SunCountryAir zamude: obtičati na stezi na @mspairport in čakati skoraj eno uro, da pridemo do vrat 🙄"
"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",1,translation-101,"Cel dan presedim ali dremam, hrano si doziram kot psihopat, in grem na en sprehod na dan. Jaz sem svoj pes. #Covid_19 #CoronaVirusUpdate"
"@kagune_kun despicable tweet, my liege",1,translation-747,"@kagune_kun obupen tvit, moj gospod"
Great time for sim and I to have our weekly life update.... 🌛🌜🐨 (closest thing to an owl) 💤💤💤💤💤😴,1,translation-158,"Odličen čas, da si z mojim prijateljem izmenjavava tedenske novice o naših življenjih.... 🌛🌜🐨 (najbližje, kar pride do sove) 💤💤💤💤💤😴"
"Can’t wait to get home take a big ass antihistamine and roll in some topical steroids.

Damn it, skin! What did I ever do to you?!?!",1,translation-203,"Komaj čakam, da pridem domov, vzamem velik odmerek antihistamina in se namažem s kortikosteroidno kremo.

Prekleta koža! Kaj sem ti sploh kdaj naredil?!?!"
Not ghana saying you need to be fully vaccinated to enter 🥴😂,0,translation-1104,"Ne morem verjeti, da Gana zahteva, da si popolnoma cepljen, da vstopiš 🥴😂"
What a wonderful time to have your AC go out https://t.co/jqjqG1dGOa,1,translation-331,"Kako čudovit čas, da vam odpove klima https://t.co/jqjqG1dGOa"
"Martin Braithwaite will be out 3-4 months due to problems in his knee cartilage, according to @gerardromero",0,translation-1172,"Martin Braithwaite bo zaradi težav s hrustancem v kolenu odsoten 3-4 mesece, pravi @gerardromero."
Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,1,translation-737,"Hvala @OrchardMead za organizacijo pice in sladoleda! To je bila čudovita gesta ob koncu leta 😁💕 Vesele praznike vsem - čas, da izkoristimo naš nadomestni čas! 😅 #počitnice https://t.co/324jzGSElj"
A nice thing about not sharing my office with anyone is that I can take a nap at work,0,translation-1902,"Lepa stvar, ker pisarne ne delim z nikomer, je ta, da lahko na delu zadremam."
love when the train stops in philly and everybody boards and of a sudden it smells like a ham sandwich,1,translation-806,"obožujem, ko se vlak ustavi v Philadelphii, vsi vstopijo in kar naenkrat zadiši po šunki"
"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018",1,translation-395,"jaz: ponavljam celice in druge splošne stvari iz biologije
edexcel: ""hočem fit poletno telo, naj mi povedo, kako ga dobim""
#EdexcelBiologija #GCSE2018"
love how badly i embarrass myself on nights out how iconic X,1,translation-354,"Obožujem, kako se tako strašno osramotim na nočnih izhodih, tako ikonično. X"
"Don't mind me, just spreading the word.",0,translation-1113,"Ne ozirajte se name, samo širim besedo."
Pretending to blow on my beverage as I drink wine out of a mug during my zoom class because I am the queen of deception!!!!!!!!!,0,translation-1406,"Se pretvarjam, da piham na svojo pijačo, medtem ko pijem vino iz skodelice med mojo Zoom uro, ker sem kraljica pretvarjanja!!!!!!!!!"
"One point of correction though (literally artistic licence!). At present, exercise has been shown to be effective in other autoimmune conditions but not specifically in APS.",0,translation-2021,"Ena točka popravka (dobesedna umetniška svoboda!). Trenutno je vadba dokazano učinkovita pri drugih avtoimunskih boleznih, vendar ne posebej pri APS."
mentally I’m hiding in the walk-in,1,translation-483,V mislih se skrivam v shrambi.
Happy birthday to me. I got pinged and can't leave the house 🥰🤡,1,translation-566,Vse najboljše meni. Dobil sem sporočilo in ne morem zapustiti hiše 🥰🤡
It’s really very selfish of Silverstone to be saying the 2022 Grand Prix is 1/7-3/7 cause my holiday year starts on 1/7 and I would have to use a day of this years holiday allowance to go. I should have been consulted really 😵‍💫😵‍💫😵‍💫,1,translation-540,"Res je zelo sebično od Silverstona, da napove Grand Prix 2022 od 1.7. do 3.7., ker se moje počitniško leto začne 1.7., in bi moral uporabiti en dan lanskega dopusta, da grem. Res bi se morali posvetovati z mano 😵‍💫😵‍💫😵‍💫"
The weekend is almost upon us. Take some time to relax and self care. 😌,0,translation-1484,Konec tedna je skoraj tu. Vzemi si čas za sprostitev in skrb zase. 😌
Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,1,translation-606,"Odličen večer včeraj! Muggins tukaj je pomočnik kuharja sklonjen v kotu. Resnično čast je pomagati zbirati denar za @acf_uk in delati ob teh vrhunskih kuharjih. Hvala, da ste nas gostili @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4"
Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,1,translation-164,"Dobil sem prvi odmerek. Počutim se kar dobro. Malo me mika, da bi kupil nekaj Microsoftovih izdelkov. Cepljenje ni res bolelo. Ampak kar bo bolelo, je, če ne bom izkoristil Microsoftove ponudbe za pisarniške programe, ki traja le kratek čas."
I’ve saved so much money not watching beauty guru YouTube,0,translation-1990,"Prihranila sem toliko denarja, ker ne gledam lepotnih gurujev na YouTubu."
Wish I could stop ordering clothes when I have nowhere to wear them :),0,translation-1162,"Želim si, da bi lahko nehala naročevati oblačila, ko nimam kam, da bi jih nosila :)"
Poor Steve Clifford. Next hire has to be right to get us from A to B.  #Magic,0,translation-2066,"Ubogi Steve Clifford. Naslednja zaposlitev mora biti prava, da nas pripelje od točke A do točke B. #Magic"
In other news I'm excited to get the last wee bits of my Christmas shopping tonight 🥰,0,translation-1882,V drugih novicah se veselim nakupovanja zadnjih malenkosti za božič nocoj 🥰
"I mean, all I teach is critical race theory bc I’m a traitor to my race",1,translation-861,"Hočem reči, vse kar učim je teorija kritične rase, ker sem izdajalec svoje rase."
Dinner at the Ivy in Cambridge tomorrow evening followed by Sarah Millican.. much needed time together! ❤️,0,translation-1921,"Večerja v Ivy v Cambridgeu jutri zvečer, sledi Sarah Millican.. zelo potreben skupni čas! ❤️"
It's so cold here in Britain :c who else loves apple pies?!!,0,translation-1512,Tukaj v Britaniji je tako mrzlo :c kdo še obožuje jabolčne pite?!!
@BorisJohnson @MattHancock Oh really?,1,translation-397,"@BorisJohnson @MattHancock O, resno?"
"Knocked on a door to deliver a parcel, waited 30secs then I see the parcel had a safeplace so went to the neighbour. Then this moody 20yr old answered the door in a Spurs shirt talking shit, so I laugh and say was u crying about Harry Kane, is that why u took so long to answer 🤣",0,translation-1206,"Potrkal sem na vrata, da dostavim paket, počakal 30 sekund, nato vidim, da je imel paket določen varen prostor, zato sem šel k sosedu. Potem mi odpre tečna 20-letnica v Spurs majici in govori neumnosti, zato se zasmejim in rečem, ali si jokal zaradi Harryja Kana, je to razlog, zakaj si tako dolgo rabil, da si odgovoril 🤣"
being single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC,1,translation-464,"biti samski med faksom mora biti res zabavno, ko nI SI SREDI GLOBALNE PANDEMIJE"
"Nothing screams “I’m a glamorous cosmopolitan woman” like following your dog down the street in the midst of winter, saying “go potty! Go POTTY!” over and over again.",1,translation-85,"Nič ne kriči ""Sem glamurozna kozmopolitanska ženska"" bolj kot sledenje svojemu psu po ulici sredi zime, ves čas ponavljajoč ""pojdi na kahlico! Pojdi na kahlico!"""
"Can we appreciate how amazing vaccines are? We've got covid cases declining despite nightclubs being open!
If we vaccinate school kids, we might even avoid a spike once the schools reopen.",0,translation-1560,"Ali lahko cenimo, kako neverjetna so cepiva? Imamo upadanje primerov covid-a, kljub temu da so nočni klubi odprti!
Če cepimo šolske otroke, bi se morda izognili porastu primerov, ko se šole ponovno odprejo."
My cat eye glasses came in the mail today so I'm officially ready to start librarian school.,0,translation-1457,"Moja očala v obliki mačjega očesa so danes prišla po pošti, tako da sem uradno pripravljena začeti šolo za knjižničarje."
"Doesn't look good for Lam, yellow card no surprise for tackle on Elliot Dee",0,translation-1571,"Ne izgleda dobro za Lama, rumeni karton zaradi prekrška nad Elliotom Deeom ni presenečenje."
Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,1,translation-9,"Hvala @myhermes, ker ste izgubili moj paket, a mi poslali tujega. Sem dovolj prijazen, da ga dostavim naprej. Prosimo, da mi čim prej pišete v zasebno sporočilo 😐"
"oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",1,translation-137,"oh, prav tako je bila moja pesem z mojim srednješolskim fantom “143” od Bobby Brackins!! Sem res dosegel vrhunec, joj"
everyone pls stop shooting fireworks my dog is scared :(,1,translation-495,"Prosim, nehajte spuščati ognjemete, moj pes je prestrašen :("
So supposedly that’s a pen and the one for us on Tommiasu wasn’t,0,translation-1336,"Torej, naj bi to bila enajstmetrovka, tista za nas pri Tomiasuju pa ne."
In sunny spain at the moment!!! Hows it all in england?,1,translation-10,Trenutno v sončni Španiji!!! Kako je kaj v Angliji?
did you know there is a direct correlation with how cool someone is and how high they cuff their pants?,1,translation-762,"Ali si vedel, da obstaja neposredna povezava med tem, kako kul je nekdo, in kako visoko si zavihajo hlače?"
@SrutisJay one of them smonks weed so it's super worth it /s,1,translation-1,"@SrutisJay eden od njih kadi travo, zato je res vredno /s"
Boehner not clapping for gender pay equality. COOL.,1,translation-926,Boehner ne ploska za enakost plač med spoloma. SUPER.
I would not like to be wearing shorts today or be on the beach for that matter.,0,translation-1499,Danes si pa res ne bi želel nositi kratkih hlač ali biti na plaži.
ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,1,translation-135,"vem, da republikanci poskušajo reči, da so zmagali, ampak ne vem, zakaj tega preprosto ne razrešijo z anketo na Instagramu??"
"It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like...
...for reasons, this is aimed at nobody.",1,translation-548,"Lepo je videti, da nekatere dediščinske organizacije delajo pravo stvar in na prvo mesto postavljajo varnost svojih zaposlenih, obiskovalcev in prostovoljcev. Res me zanima, kakšen je občutek tega...
...iz razlogov, to ni namenjeno nikomur posebnemu."
I just had to hide all ads from Crumbl cookies cause I’m fat and can’t resist temptation 😫,0,translation-1349,"Pravkar sem moral skriti vse oglase za Crumbl piškote, ker sem debel in ne morem upreti skušnjavi 😫"
casey anthony killed i saw on cams,0,translation-1606,"Casey Anthony je ubila, videl sem na posnetkih"
Just like to congratulate everyone on the Kop today for the fastest ever Poor Scouser Tommy. Slow the fuck down,1,translation-289,"Rad bi čestital vsem na Kopu danes za najhitrejši ""Poor Scouser Tommy"" doslej. Upčasnite, jebemti."
Omicron is an anagram for no crimo (No chrimbo),0,translation-1294,"Omikron je anagram za ""no crimo"" (brez božiča)."
"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",1,translation-865,"Tako sem vesel, da se je ura prestavila nazaj, zdaj imam celo dodatno uro nespečnosti za izkoriščanje."
It’s been a blissful 2.5 hours of sleep tonight,1,translation-555,"Bilo je blaženih 2,5 ur spanja to noč"
"You don't realize how much you need the homies until you get back together after a couple years. 

Gotta get out of your thoughts and comfort zone sometimes and just exist with the real ones.",0,translation-1483,"Ne zavedaš se, koliko potrebuješ prijatelje, dokler se ne združite spet po nekaj letih.

Včasih se moraš rešiti svojih misli in cone udobja ter preprosto biti z resničnimi prijatelji."
what i love about mine and summers work schedules is that she will finish at 8pm and then i’ll start work at 9pm and then when i get home at 7am she’ll start work at 8am ❤️,1,translation-523,"Kar obožujem pri mojem in Summersovem delovnem urniku, je to, da konča ob 20.00, nato pa jaz začnem delati ob 21.00, ko pa pridem domov ob 7.00, ona začne delati ob 8.00 ❤️"
I think Boris Johnson deserves his parties after the great job he does for the country these past few years,1,translation-970,"Mislim, da si Boris Johnson zasluži svoje zabave po odličnem delu, ki ga je opravil za državo v preteklih letih."
@kevinabstract ye,0,translation-1635,@kevinabstract ja
it’s literally so hard being this hot and sexy and beautiful everyday,1,translation-83,"Res je težko biti tako vroč, seksi in lep vsak dan."
Anyone else hear some like thunder or something?,1,translation-497,Je še kdo slišal grmenje ali kaj podobnega?
Seriously thank God tomorrow's friday #needabreak,0,translation-2029,"Res hvala Bogu, da je jutri petek #potrebnapavza"
Sleep is numero uno,0,translation-1890,Spanje je številka ena
i went outside today and suddenly my depression is cured,1,translation-1002,Danes sem šel ven in naenkrat je moja depresija ozdravljena.
Sleep? What’s that... I’ve never heard of it?,1,translation-28,Spanje? Kaj je to... Še nikoli nisem slišal za to?
I picked next year's musical already...Electro City. Obvious choice.,1,translation-1062,Naslednji muzikl sem že izbral... Elektro City. Očitna izbira.
@suzysophia_ SO PROUD OF YOU,0,translation-1462,@suzysophia_ TAKO PONOSEN NATE
always gonna wonder if id dress masc if i was skinny o_o and if id be more open to telling people im nonbinary if i was skinny -_-,0,translation-1082,"vedno se bom spraševal, če bi se oblačil bolj moško, če bi bil suh o_o in če bi bil bolj odprt glede tega, da bi ljudem povedal, da sem nebinarna oseba, če bi bil suh -_-"
accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,1,translation-93,po nesreči sem upošteval smernice CCD namesto smernic CDC; zdaj imam covid IN katoliško krivdo :/
"this narrative of ""protection"" that women require is infantilising and off-base. it implies requiring smothering as opposed to freedom to occupy spaces, yknow, as people.",0,translation-1085,"ta narativa ""zaščite"", ki jo ženske potrebujejo, je infantilizirajoča in povsem zgrešena. Pomeni potrebo po zadušitvi namesto svobode, da bi zavzele prostor, saj veš, kot ljudje."
im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,1,translation-984,"pravkar bom vstopil v neko mesto in začel delati, oni pa ne bodo imeli druge izbire, kot da me takoj zaposlijo"
So the Prime Minister parties whilst the rest of us at to live with strong lockdown restrictions where we couldn't see close family or friends for months. Yet still as a job.,0,translation-1812,"Torej premier ministrov zabava, medtem ko smo morali vsi ostali živeti s strogimi omejitvami zaradi zaprtja, kjer nismo smeli videti bližnjih družinskih članov ali prijateljev več mesecev. Pa še vedno ima službo."
"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays",1,translation-641,"hvala prijazni osebi, ki je ukradla mojo bančno kartico, zagotovo si vedel, da si želim cel dan sedeti v banki.. že pol ure čakam in še vedno nič #ponedeljek"
I can’t wait to spend Christmas with the family. Maybe one year I’ll have a boyfriend to keep everyone quiet 🤣,0,translation-1265,"Komaj čakam, da preživim božič z družino. Morda bom enkrat imela fanta, da bodo vsi tiho 🤣"
I can't look at a bug without thinking how many bells I could sell it for... Animal Crossing has really done a number on me.,0,translation-2057,"Ne morem pogledati žuželke, ne da bi pomislil, za koliko zvončkov bi jo lahko prodal... Animal Crossing me je res spremenil."
someone hit me w a horse tranquilizer istg ive been in a pool of sweat for 6 hours and i havent slept im so tired but i love my friend so much and oh my fucking god i cant rn,1,translation-561,"nekdo naj me zadene s pomirjevalom za konje, prisežem, da sem že 6 ur v mlaki potu in nisem spal, tako sem utrujen, vendar imam svojega prijatelja tako rad in, oh moj bog, ne morem več."
Best of luck to everybody taking part in the Southend Half Marathon this morning. Hopefully my shins will hold out! All hail Deep Freeze!,0,translation-1119,"Vsem, ki danes zjutraj sodelujete v Southend polmaratonu, želim veliko sreče. Upam, da me goleni ne bodo pustile na cedilu! Vse časti Deep Freeze!"
Come on Ralf... get it changed,0,translation-1761,Daj no Ralf... zamenjaj to
"Sixteen days, three countries, seven cities, and it's finally time to come home. You've been great, Asia, but I'm ready for some deep dish pizza.",0,translation-1090,"Šestnajst dni, tri države, sedem mest in končno je čas, da se vrnem domov. Bila si odlična, Azija, ampak zdaj sem pripravljen na pravo globoko pico."
there’s only me and one flat mate left and he’s being so loud and what’s the reason???,0,translation-1939,sva samo jaz in en sostanovalec in on je tako glasen in zakaj že???
It makes me sad to think that I'll graduate from high school and never see any of my friends ever again,0,translation-1951,"Žalosti me misel, da bom maturiral in nikoli več videl nobenega od svojih prijateljev."
"Wow, work is just so rewarding and fulfilling right now",1,translation-950,"Vau, delo je trenutno resnično nagrajujoče in izpolnjujoče."
Maybe if I watched suits in year 12 I’d be studying law rn,1,translation-776,"Mogoče, če bi gledal Suits v dvanajstem letniku, bi zdaj študiral pravo."
"Ahw, the topless old biker guy that sits outside Starbucks every morning had a t-shirt on today. Christmas is coming! ❤️🎄",0,translation-1354,"Ahw, starejši motorist brez majice, ki vsako jutro sedi pred Starbucksom, je imel danes majico. Božič prihaja! ❤️🎄"
Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,1,translation-356,Zbudila sem se ob 3. uri zjutraj z NORO željo po kislih kumaricah. Očitno sem noseča!
Well the tax payer was the loser,0,translation-1203,"No, davkoplačevalec je bil poraženec."
I do like Ssn' s policy of showing the midweek goals as they happen.  Superb Ben Brereton header get in! #NFFC,0,translation-1618,"Všeč mi je politika Ssn, da sredi tedna prikazuje gole v živo. Odlična glava Ben Breretona, bravo! #NFFC"
Happy birthday to me!! I’m 30! 😭,1,translation-252,Vse najboljše za moj rojstni dan!! Stara sem 30! 😭
Ach look at this wee soul x,0,translation-1844,Poglej to malo dušo x
#lateishshow abz from five https://t.co/Twio2C9XfW,0,translation-1340,#poznišov abz s kana pred petimi https://t.co/Twio2C9XfW
"but clinton's emails!
oh.
emm.
fucking.
gee.

clinton's god damnèd emails.

the humanity of it all.

🤮 https://t.co/cibY5Tn9s6",1,translation-188,"ampak Clintonova e-pošta!
oh.
emm.
jebeno.
bog.

Clintonina prekleta e-pošta.

kakšna človečnost.

🤮 https://t.co/cibY5Tn9s6"
"Can anyone enlighten me as to what is near Imperial Wharf on the Overground such that a lot of people alight in the AM peak and board in the PM? Didn't know there were offices there, thought it was residential?",0,translation-2132,"Ali mi lahko kdo pove, kaj je v bližini postaje Imperial Wharf na Overgroundu, da veliko ljudi izstopi med jutranjo konico in vstopi zvečer? Nisem vedel, da so tam pisarne, mislil sem, da je to stanovanjsko območje?"
"I don't care what anyone says but this is true &amp; it's a problem. 

Haven't had one since Cabaye left.",0,translation-1770,"Ne glede na to, kaj kdo pravi, to je res in to je problem.

Niti enega nismo imeli, odkar je Cabaye odšel."
i’m gonna get a boob job so i call myself a customizable doll,1,translation-1038,"dela si bom povečavo prsi, da se lahko imenujem prilagodljiva punčka"
"There are a bazillion things to do in my small town of Wadsworth. One thing you can do is ride horses on the moon and sing songs with Abe Lincoln in the bar. On top of that, I recommend eating a hundred gallons of ice cream at any local ice cream shop downtown. Some of the flavors that they have are out of this world! Additionally in the winter, I like to go over to a place called kill hill next to the main highway. The hill is up extremely high, you can see the whole world from there! It has to be at least a million feet tall!",1,translation-687,"V mojem majhnem kraju Wadsworth je milijon stvari, ki jih lahko počneš. Ena od njih je jahanje konjev na luni in petje pesmi z Abrahamom Lincolnom v baru. Poleg tega priporočam, da pojeste sto litrov sladoleda v katerikoli lokalni slaščičarni v centru. Nekateri okusi so resnično neverjetni! Poleg tega pozimi rad grem na kraj, imenovan ""hrib smrti,"" zraven glavne avtoceste. Hrib je izjemno visok, z njega lahko vidiš cel svet! Mora biti vsaj milijon čevljev visok!"
if trees would simply stop producing flammable leaves climate change would not be an issue,1,translation-526,"Če bi drevesa preprosto prenehala proizvajati vnetljive liste, podnebne spremembe sploh ne bi bile problem."
I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,1,translation-1001,"Obožujem, kako moški izvedo, da bodo postali očetje čez en mesec, in se nato odločijo, da bodo šli kupit povsem novega mustanga, vau."
I’m at a weird point in my life where I’m on etsy looking for cute reusable tote bags,0,translation-2089,"Sem na čudni točki v življenju, kjer na Etsyju iščem prikupne pralne torbe."
"love island is ending, law school is starting again…summer is really over",1,translation-341,"Otok ljubezni se končuje, pravna fakulteta se spet začenja…poletje je res končano"
Feeling the love with 4 different people wishing me good luck on my exam today #didicomplainaboutitthatmuch,0,translation-1350,"Občutim ljubezen, saj mi danes štirje različni ljudje želijo srečo na izpitu #semresvelikotemjamral"
"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",1,translation-12,"Dobrota, moji starši dejansko gledajo nekaj na Apple TV+, briljantno, še ena pretočna storitev! 😪"
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,1,translation-944,"KAKO si DRZNEJO moji prijatelji imeti službe/fante/življenja, res bi morali upoštevati moja čustva in biti prosti, ko sem jaz."
shang chi meant so fucking much to me. i can hardly imagine what it meant to others.,0,translation-2114,"Shang Chi mi je pomenil tako zelo veliko. Komaj si lahko predstavljam, kaj je pomenil drugim."
"wow, ok, unfollowing now. Was a big fan of putting your left leg in, but just heard about taking your left leg out",1,translation-663,"vau, ok, zdaj te odsledim. Bil sem velik oboževalec vstavljanja leve noge noter, ampak sem ravnokar slišal za jemanje leve noge ven."
"Investing doesn’t need to be complicated. Invest in a low cost global index fund or ETF over the long-term, have PAYtience and watch your money grow!",0,translation-1204,"Vlaganje ne potrebuje biti zapleteno. Vlagaš v nizkocenovni globalni indeksni sklad ali ETF na dolgi rok, bodi PAYtienten in pazi, kako raste tvoj denar!"
I just wanna lie in bed and eat skips and get paid for it,0,translation-1167,"Samo ležati hočem v postelji, jesti prigrizke in biti za to plačan."
Take half a minion ecstasy and call me in the morning,0,translation-1730,Vzemite pol tablete ekstazija in me pokličite zjutraj.
This is the same in all capitalist nations.,0,translation-1275,To je enako v vseh kapitalističnih državah.
No one with a brain can Denise,0,translation-2004,Nihče z možgani ne more Denise.
I work in DC. I live 15 minutes from the Capitol Building. I walk my dog down the National Mall at least once a week. I left work early today from the riots. This is horrific. This is scary. This is terrorism. #DCProtests,0,translation-1656,Delam v Washingtonu. Živim 15 minut od Kapitola. Vsaj enkrat na teden peljem svojega psa po National Mall. Danes sem zaradi izgredov zapustil službo prej. To je grozljivo. To je strašljivo. To je terorizem. #DCProtests
"Absolutely love it when I stay late at work to take someones photograph, remind them twice, and then they forget and leave before I can take it 🙂 ",1,translation-261,"Absolutno obožujem, ko ostanem dlje v službi, da fotografiram nekoga, mu dvakrat opomnim, nato pa pozabi in odide, preden ga lahko fotografiram 🙂"
Happy Valentine's day I hope everyone gets pregnant so we can have more Scorpios in the world,0,translation-1756,"Veselega valentinovega, upam, da bodo vsi zanosili, da bomo imeli več škorpijonov na svetu."
Am I the only one who thinks burrata is boring af?,0,translation-1200,"Sem edina, ki misli, da je burrata popolnoma dolgočasna?"
I worked hard to get to where I am in life so it offends me when someone tries to knock my hustle when they don’t know shit about what I got going !,0,translation-2023,"Trdo sem delal, da sem prišel tja, kjer sem v življenju, zato me užali, ko nekdo poskuša zmanjšati moj trud, ko pa nima pojma, kaj vse počnem!"
You can help protect Hossein and Arman. Join me and @AmnestyUK in calling on Iran to halt the executions now https://t.co/Sni2E0qOm6,0,translation-1207,"Pomagate lahko zaščititi Hosseina in Armana. Pridružite se meni in @AmnestyUK ter pozivajte Iran, naj ustavi usmrtitve zdaj https://t.co/Sni2E0qOm6"
@kidcuisine98 Based confidence and believing in proper eye contact-pilled!,1,translation-668,@kidcuisine98 Na podlagi samozavesti in verovanja v pravilni očesni stik-pilled!
"@traves whoa! that's a little too crazy man, slow down",1,translation-393,"@traves wow! To je res malo noro, pomiri se"
a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.,1,translation-912,"film ""A Single Man,"" ki ga je režiral Tom Ford, me je hkrati obudil od mrtvih, samo da bi me še enkrat brutalno ubil."
Holly Arnold ??? Who #ImACeleb  #MBE nope not sure oh hang on you mean MBE yes that’s her !!!,1,translation-553,Holly Arnold ??? Kdo #SemZvezda  #MBE ne nisem prepričan oh čakaj misliš MBE ja točno ona je !!!
So in other news I just held the door open for Bam Adebayo &amp; then I fell down the stairs &amp; I think I broke my finger.. ya I'm THAT smooth,1,translation-571,"Torej, v drugih novicah sem ravnokar pridržal vrata za Bama Adebaya in nato padel po stopnicah ter mislim, da sem si zlomil prst.. ja, tako zelo sem spreten."
"You’re all sickos for being mean to Trump so much for the tolerant left 🙄

anyways George Floyd had it coming",1,translation-590,"Vsi ste bolniki, ker ste tako nesramni do Trumpa, toliko o tolerantni levici 🙄

kakorkoli že, George Floyd si je to zaslužil"
@aisuruwrld yea this aint it imma call u newb,0,translation-1505,"@aisuruwrld, ja, tole ni zate, rekel ti bom novinec."
"2 things I love:
1. Being woken up by construction work an hour before my alarm.
2. Sarcasm.",1,translation-75,"2 stvari, ki jih obožujem:
1. Ko me eno uro pred budilko zbudi gradbeno delo.
2. Sarkazem."
I can't believe today is the last day we can be gay.,1,translation-754,"Ne morem verjeti, da je danes zadnji dan, ko smo lahko geji."
me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is 😌,1,translation-528,"Jaz in Noah sva pozabila, da je danes najina obletnica. Če to niso cilji parov, potem res ne vem, kaj je 😌"
I’ve always known #Bez is my spirit animal but seeing the mess he makes on @MasterChefUK confirms it 100% what a legend that man is,1,translation-1032,"Vedno sem vedel, da je #Bez moja duhovna žival, ampak ko vidim nered, ki ga dela na @MasterChefUK, to potrdi 100%, kakšna legenda je ta človek."
Why was I not told Matthew Stafford and Cooper Kupp eat breakfast together before I drafted Robert Woods over him?,1,translation-1022,"Zakaj mi nihče ni povedal, da Matthew Stafford in Cooper Kupp skupaj zajtrkujeta, preden sem izbral Roberta Woodsa namesto njega?"
Officially promoted to General Manager 😁 Today has been a good news day,0,translation-1955,Uradno napredoval v generalnega direktorja 😁 Danes je bil dan dobrih novic
can't wait til a bunch of pudgy suburban dads save the day with their firearms,1,translation-804,"Komaj čakam, da kup debelih očetov iz predmestja reši dan s svojim orožjem."
I love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn’t been updated since 1995 . Thrilling ❤️,1,translation-295,"Obožujem izbirati svoje module po sistemu kdor prvi pride, prvi melje istočasno kot vsi v mojem letniku na spletni strani, ki ni bila posodobljena od leta 1995. Vznemirljivo ❤️"
"What people?
How do you storm a Megadeth song?",0,translation-2095,"Katere ljudi?
Kako napadeš pesem Megadeth?"
The French anthem is a banger. Love this gorgeous orchestration! #Olympics,0,translation-1565,Francoska himna je prava uspešnica. Obožujem to čudovito orkestracijo! #Olimpijskeigre
"This weather is really making me want to put shorts on, flock to the beach and get the deck chair out.... Yeah right!!!",1,translation-117,"Tole vreme me resnično sili, da si nadenem kratke hlače, stečem na plažo in vzamem ležalnik ven.... Ja, seveda!!!"
My anger management skills are being tested recently,0,translation-1745,Moje sposobnosti obvladovanja jeze so bile v zadnjem času na preizkušnji.
